T, DemandHome
486, 0.276052
487, 0.3648435
488, 0.4357045
489, 0.436604
490, 0.4208575
491, 0.4087195
492, 0.419979
493, 0.4305455
494, 0.430122
495, 0.446677
496, 0.476056
497, 0.55545
498, 0.663404
499, 0.7329945
500, 0.752353
501, 0.70966
502, 0.643223
503, 0.5533815
504, 0.4272415
505, 0.3270365
506, 0.274337
507, 0.245644
508, 0.228732
509, 0.237853
510, 0.2777635
511, 0.3583965
512, 0.428813
513, 0.434546
514, 0.4213755
515, 0.404873
516, 0.414988
517, 0.4269195
518, 0.426608
519, 0.440699
520, 0.4699135
521, 0.5514425
522, 0.6567855
523, 0.7243985
524, 0.7413805
525, 0.7021875
526, 0.638568
527, 0.5506655
528, 0.428414
529, 0.324884
530, 0.275233
531, 0.244993
532, 0.227878
533, 0.2378915
534, 0.2775395
535, 0.3608745
536, 0.430626
537, 0.435316
538, 0.4201715
539, 0.4059125
540, 0.4187925
541, 0.43071
542, 0.4315535
543, 0.4471495
544, 0.4779915
545, 0.5512255
546, 0.6563445
547, 0.723149
548, 0.738948
549, 0.696073
550, 0.6340845
551, 0.5501195
552, 0.4290265
553, 0.3296195
554, 0.2766505
555, 0.2445975
556, 0.2276365
557, 0.2380315
558, 0.277403
559, 0.3597755
560, 0.43281
561, 0.4397995
562, 0.4278505
563, 0.412398
564, 0.422674
565, 0.434294
566, 0.433804
567, 0.448714
568, 0.4778095
569, 0.547253
570, 0.6522495
571, 0.721014
572, 0.735889
573, 0.696339
574, 0.630518
575, 0.5473965
576, 0.429954
577, 0.3316915
578, 0.2811725
579, 0.248192
580, 0.2289945
581, 0.2379055
582, 0.277585
583, 0.3581165
584, 0.4330725
585, 0.443009
586, 0.4354735
587, 0.428379
588, 0.443219
589, 0.4538205
590, 0.459732
591, 0.479472
592, 0.509719
593, 0.574721
594, 0.66409
595, 0.7155855
596, 0.7161595
597, 0.6685455
598, 0.5945485
599, 0.5222105
600, 0.431137
601, 0.341362
602, 0.2942835
603, 0.2670185
604, 0.2558465
605, 0.257761
606, 0.2694615
607, 0.2965655
608, 0.3673355
609, 0.4692975
610, 0.5472635
611, 0.5881925
612, 0.6205395
613, 0.6208265
614, 0.592718
615, 0.580531
616, 0.5875765
617, 0.6295205
618, 0.71309
619, 0.7693315
620, 0.7534415
621, 0.6859265
622, 0.593432
623, 0.5049065
624, 0.4109385
625, 0.328608
626, 0.287574
627, 0.269766
628, 0.2695035
629, 0.279909
630, 0.2898245
631, 0.309127
632, 0.365932
633, 0.4579645
634, 0.545097
635, 0.612598
636, 0.6756995
637, 0.6902525
638, 0.650699
639, 0.619143
640, 0.6145685
641, 0.656698
642, 0.7527555
643, 0.8226015
644, 0.817201
645, 0.7314895
646, 0.6436605
647, 0.556129
648, 0.431228
649, 0.325185
650, 0.272195
651, 0.2398095
652, 0.2209585
653, 0.231105
654, 0.275604
655, 0.364322
656, 0.434462
657, 0.435162
658, 0.420567
659, 0.408961
660, 0.4199965
661, 0.4301535
662, 0.429058
663, 0.4441045
664, 0.469413
665, 0.5397525
666, 0.6485395
667, 0.7300265
668, 0.7526295
669, 0.705558
670, 0.636993
671, 0.5488875
672, 0.4249875
673, 0.3269315
674, 0.2748445
675, 0.2459765
676, 0.2294845
677, 0.23835
678, 0.2774135
679, 0.3580675
680, 0.427672
681, 0.4322535
682, 0.4198775
683, 0.40411
684, 0.414421
685, 0.4259605
686, 0.425117
687, 0.4379095
688, 0.463204
689, 0.5362035
690, 0.642397
691, 0.7214305
692, 0.741153
693, 0.697536
694, 0.6317955
695, 0.5466055
